day,word,meaning
DAY 36,navigate,"① (바다·하늘을) 항해하다, 항행(航行)하다② (배·비행기 따위를) 조종[운전]하다"
DAY 36,acoustic,"청각의, 소리의; 음향학(상)의"
DAY 36,skip,"① 가볍게 뛰다; 줄넘기하다② 건너뛰며 읽다; 대충 훑어보다③ 생략하다, 거르다, 빠뜨리다④ 결석하다"
DAY 36,longitude,경도(經度)
DAY 36,corrupt,"① (사람·행위가) 부정한, 타락한; 비도덕적인② 부패한, 썩은; 더러워진, 오염된① 매수하다② 부패[타락]시키다"
DAY 36,waterproof,방수의; 물이 새지 않는
DAY 36,skittish,"① (특히 말이) 겁이 많은, 잘 놀라는② (사람이) 변덕스러운, 급변하기 쉬운"
DAY 36,implement,"① (약속·계획 등을) 이행[실행]하다② 도구, 기구; 수단, 방법"
DAY 36,errand,"① 심부름, (다른 사람을 대신해서 해 주는) 일② 용건, 볼일, 목적③ (특수한) 사명, 임무"
DAY 36,dread,"두려워하다, 무서워하다; 염려[걱정]하다① 두려움, 공포, 불안, 외경(畏敬)② 무서운 것, 공포의 대상"
DAY 36,sartorial,"재봉사의, 양복장이의; 바느질의; 옷의, 의상의"
DAY 36,flaw,"① (성격 등의) 결점, 흠, 결함② (사물의) 금, 균열, 흠"
DAY 36,bent,"소질; 경향, 성향① 굽은, 구부러진, 뒤틀린② 열중[전념]하여, 결심하여[on]"
DAY 36,antipathy,"반감, 혐오"
DAY 36,durable,"내구성이 있는, 오래 가는, 튼튼한"
DAY 36,infinite,"무한한, 무수한; 막대한, 끝없는"
DAY 36,hurl,"① 집어던지다, 세게 던지다② (욕설 등을) 퍼붓다[at]"
DAY 36,collapse,"① 붕괴되다, 무너지다② (의식을 잃고) 쓰러지다, 졸도하다③ 붕괴, 와해"
DAY 36,geography,"지리, 지세, 지형; 지리학"
DAY 36,advocate ,"옹호[지지]하다; 주장하다① 옹호자, 지지자② 변호사"
DAY 36,inverse,"① 역(逆)의, 반대의② 역, 정반대"
DAY 36,perplex,"① 당혹스럽게 하다, 난감[난처]하게 하다; 혼란에 빠뜨리다② (사태·문제 따위를) 복잡하게 하다, 시끄럽게 하다"
DAY 36,opposite,"① 마주 보고 있는, 맞은편의② 역(逆)의, 정반대의, 서로 용납하지 않는"
DAY 36,versatile,"① 다재다능한② 다용도의, 다목적의"
DAY 36,caliber,"① (원통의) 직경; (총·포의) 구경(口徑), 지름② 능력, 역량, 재간③ 가치의 정도, 우수성, 품질"
DAY 36,employ,"① (사람을) 쓰다, 고용하다② (도구·수단 등을) 쓰다, 이용하다③ (시간·정력 등을) 소비하다, 쓰다"
DAY 36,shortsighted,"① 근시의② 근시안적인, 선견지명이 없는"
DAY 36,procession,"행진, 행렬; (행렬의) 진행, 전진"
DAY 36,mediocre,"보통의, 평범한; 썩 좋지는 않은"
DAY 36,hazy,"① 흐릿한, 아련한, 안개가 낀② (기억 등이) 흐릿한[모호한]; 확신이 없는"
DAY 36,trance,"① 비몽사몽, 꿈결; 무아지경, 황홀② 인사불성, 실신, 최면 상태"
DAY 36,liberate,자유롭게 하다; 해방[석방]하다
DAY 36,apostle,"① 사도(예수의 12제자의 한 사람)② (주의·정책 등의) 주창자, 선구자"
DAY 36,recumbent,"기댄, 누워 있는, 드러누운"
DAY 36,sentiment,"① (고상한) 감정, 정서, 정감② (종종 pl.) 소감, 감상, 생각"
DAY 36,peel,"(과일의) 껍질, (어린 가지의) 나무껍질① (과일 등의) 껍질을 벗기다; (껍질·피부 등이) 벗겨지다[off]② (뱀 등이) 허물을 벗다"
DAY 36,majority,"① 대부분, 대다수; (전투표수의) 과반수② 다수당, 다수파③ (하위자와의) 득표차, 표의 격차④ (법률상의) 성년, 성인"
DAY 36,ferocious,"① 사나운, 흉포한, 잔인한② 심한, 모진, 엄청난, 맹렬한"
DAY 36,abuse,"① (지위·특권·재능 등을) 남용[오용]하다② 학대[혹사]하다③ 욕하다④ 남용, 오용; 학대, 혹사; 욕설"
DAY 36,centennial,"① 100년마다의, 100년제의, 100년 기념의② 100주년 (기념제), 100년 기념일"
DAY 36,obstetrician,"산과의(産科醫), 산부인과 의사"
DAY 36,replace,"① 대신하다, 대체하다, 바꾸다② 원래 있던 자리에 다시 놓다, 제자리에 놓다③ 돌려주다, 갚다 ④ 복직시키다, 복위시키다"
DAY 36,blithe,"① 쾌활한, 명랑한, 즐거운② 태평스러운, 경솔한, 부주의한"
DAY 36,red tape,"관료적 형식주의, 형식주의적인 절차, 공무원식"
DAY 36,palatial,"대궐 같은, 으리으리한"
DAY 36,screen,"① 선발하다, 심사하다② 가리다, 보호하다"
DAY 36,toll,"① 희생, 대가; 사망자[희생자] 수② 통행세, 통행료③ (만종·조종 등을) 울리다; (종이) 울리다"
DAY 37,valid,"(근거가) 확실한, 타당한; 유효한"
DAY 37,amass,"모으다, 축적하다"
DAY 37,emblem,"상징, 표상; 기장(記章), 문장"
DAY 37,coin,① (화폐를) 주조하다② (신어·새로운 표현을) 만들어 내다
DAY 37,sentinel,보초; 감시
DAY 37,impervious,"① ~에 영향을 받지 않는 무감각한; 둔감한② (액체·기체를) 통과시키지 않는, 불침투성의"
DAY 37,timber,"재목, 목재"
DAY 37,relieve,"① 경감하다, 덜다, 안심시키다② 해방하다③ 구원하다; 구제[구조]하다④ 해임하다[of]; ~와 교체하다[교대시키다]"
DAY 37,eponymous,이름의 시조가 되는; (시대 등이) 시조의 이름을 딴; (작품 속의 인물이) 작품의 명칭과 동일한 이름의
DAY 37,superb,"훌륭한; (경치·건물 등이) 당당한, 장려한, 화려한"
DAY 37,woo,"① 구애하다, 구혼하다② (명예·부·지지 등을) 얻으려고 노력하다, 지지를 호소하다"
DAY 37,pessimistic,"비관적인, 염세적인"
DAY 37,encapsulate,(사실·정보 따위를) 요약하다
DAY 37,refrigerate,냉각하다; 서늘하게[차게] 하다; 냉장[냉동]하다
DAY 37,caprice,"변덕, (태도·행동의) 갑작스러운 변화"
DAY 37,halcyon,"① 평온한, 평화로운② 화려한, 번영하는"
DAY 37,blackmail,"① 협박하다, 공갈치다; 강요하다② 갈취한 금품; 공갈, 협박"
DAY 37,premier,"(영국·프랑스 등의) 수상; 국무총리① 첫째의, 수위의② 최초의"
DAY 37,atheist,무신론자
DAY 37,derive,"① 끌어내다; 손에 넣다, 획득하다② ~에서 파생하다[from], 유래하다"
DAY 37,ramification,"① (파생한) 결과, 파급효과② 지맥(支脈), 지류(支流)"
DAY 37,undue,"지나친, 과도한, 심한"
DAY 37,bombshell,"① 폭탄, 포탄② 폭탄선언, 몹시 충격적인 일[소식]"
DAY 37,disconsolate,"① (사람이) 우울한, 서글픈, (몹시) 슬픈, 절망적인② (장소·사물이) 음침한, 불쾌한"
DAY 37,legible,"읽기 쉬운, 판독할 수 있는"
DAY 37,fancy,"① 공상, 상상, 망상, 추측② 변덕③ 좋아함, 애호, 연모; 취미① 공상하다, 마음에 그리다② 공상의, 상상의; 대단히 좋은, 멋진"
DAY 37,actually,"① 사실은, 실제로는② 정말로, 참으로"
DAY 37,clamor,"소란, 시끄러움; (불평·항의·요구 따위의) 외침, 소동"
DAY 37,indifferent,"무관심한, 냉담한"
DAY 37,pertain,"① 속하다, 부속하다[to] ② 관계하다[to]③ 적합하다, 어울리다[to]"
DAY 37,sticky,"① 끈적끈적한, 달라붙는, 점착성이 있는② (날씨 등이) 무더운, 습기가 많은③ 성가신; 곤란한; 매우 불쾌한, 싫은"
DAY 37,jockey,"경마 기수 , (탈것·기계 등의) 운전사, 조종자① 기수로서 타다② 운전[조종, 조작]하다③ 책략 쓰다; 다투다 ④ 속이다, 속여서 (~을) 빼앗다, 사기 치다"
DAY 37,vengeance,"복수, 원수 갚기, 앙갚음"
DAY 37,applicable,"① 적용[응용]할 수 있는② 적절한, 해당되는[to]"
DAY 37,downfall,"① 낙하, 추락; (정부 등의) 전복; 몰락; 몰락[파멸]의 원인② (비·눈 등이) 쏟아짐"
DAY 37,spangle,"금속 조각으로 장식하다, 번쩍이게 하다, (보석 따위를) 박아 넣다"
DAY 37,moody,"① 기분 변화가 심한, 변덕스러운② 기분이 언짢은, 시무룩한, 침울한, 뚱한"
DAY 37,garland,"① 화환, 화관(花冠), 꽃줄② 화환[화관]을 씌우다, 화환으로 장식하다"
DAY 37,confident,"① (전적으로) 확신하는② 자신감 있는, 자신 있는"
DAY 37,obtuse,"① 둔한, 무딘, 끝이 뭉툭한; <수학> 둔각의② 머리가 둔한, 우둔한"
DAY 37,stretch,"① 뻗치다, 펴다; 내밀다② 뻗어 있다;  이어지다③ 왜곡하다, 과장하다① 뻗음; (몸·손발의) 뻗기, 기지개 켜기; 스트레칭 ② 지역, 구간, 넓이, 범위 ③ 기간, 시간"
DAY 37,malingerer,꾀병을 부리는 사람
DAY 37,inborn,"타고난, 천부적인"
DAY 37,paranoia,편집증; 피해망상
DAY 37,cosset,"(때로 지나칠 정도로) 애지중지하다, 응석받이로[과보호하여] 기르다"
DAY 37,forefather,"조상, 선조"
DAY 37,tailor-made,"(목적·요구 등에) 맞춘, 안성맞춤의"
DAY 37,agenda,"의제, 안건, 예정표, 의사일정"
DAY 37,lame,"① 다리를 저는, 절름발이의, 절룩거리는; 불구의② (논의·변명 등이) 불충분한, 설득력이 없는"
DAY 37,draft,"① 도안, 설계도② 초고, 원고③ 징병, 모병④ 통풍. 통풍장치① 초안[원고]을 작성하다② 선발하다; 징집하다"
DAY 38,ambiguous,"애매[모호]한, 두 가지 (이상의) 해석이 가능한"
DAY 38,embed,"① (물건을) 끼워 넣다, 묻다② (마음․기억 등에) 깊이 새겨 두다[in]"
DAY 38,regal,"① 국왕의, 제왕의② 당당한, 위엄 있는"
DAY 38,impersonation,"① 인격화, 의인화② (남의 말투나 행동 등을) 흉내(내기), 성대모사"
DAY 38,spark,"① 촉발시키다, 유발하다② 불꽃, 불똥"
DAY 38,parsimonious,"(극도로) 검약하는, 매우 인색한"
DAY 38,heredity,"유전, 세습, 유전적 형질; 전통"
DAY 38,becoming,"① (옷 등이) 어울리는② 알맞은, 적당한"
DAY 38,claim,"① 요구[청구]하다② 주장하다③ (인명을) 빼앗다④ 요구, 청구; 주장"
DAY 38,uneven,"① 평탄하지 않은, 울퉁불퉁한② 한결같지 않은, 균일치 않은③ 공정하지 않은; 일방적인"
DAY 38,delude,"속이다, 착각하게 하다"
DAY 38,perseverance,"인내(력), 참을성, 버팀, 끈기"
DAY 38,singular,"① 유일한, 단독의② 기묘한, 이상한, 야릇한③ 뛰어난, 비범한④ <문법> 단수의, 단수형의"
DAY 38,autobiography,자서전
DAY 38,veteran,"① 노련한 사람, 베테랑, 전문가② 고참병, 노병, 퇴역 군인 ③ 노련한, 숙련된, 많은 경험을 쌓은"
DAY 38,hamper,"방해하다, 훼방하다"
DAY 38,tame,"① 길들여진, 사람을 따르는② 유순한, 시키는 대로 하는③ 길들이다, 유순하게 만들다"
DAY 38,pompous,"① 거만한, 건방진, 젠체하는② 과장된, 허풍떠는 = grandiloquent③ 호화로운, 성대한"
DAY 38,oligarchy,"과두정치, 소수 독재정치"
DAY 38,rational,"이성적인, 합리적인"
DAY 38,bombard,"① 폭격하다, 포격하다② (질문·탄원 등을) 퍼붓다, 쏟아 붓다"
DAY 38,candidate,"① (직위 등에 대한) 입후보자, 지원자; 수험생② (~이) 될 만한 사람[for]"
DAY 38,fiscal,"국고의; 재정의, 회계의"
DAY 38,mutter,"① 중얼거리다; 투덜거리다, (작은 소리로) 불평하다② 중얼거림; 투덜거림, 불평"
DAY 38,alchemy,"① 연금술② (물체를 가치가 높은 것으로 변질시키는) 마력, 비법"
DAY 38,remain,"① 남다, 남아 있다; 없어지지 않고 있다② 머무르다, 체류하다③ 여전히[계속] ~이다 ④ (pl.) 나머지, 잔존물; 잔해; 유물, 유적; 유해"
DAY 38,sciolism,"어설픈[천박한] 학문[지식], 수박 겉핥기식"
DAY 38,quash,"① (반란 등을) 진정시키다, 진압하다② (법률·고발·결정 등을) 무효로 하다, 폐기하다"
DAY 38,vile,"① 비열한, 야비한, 천한② 극도로 불쾌한[나쁜], 지독한"
DAY 38,enslave,"노예로 만들다, 예속시키다"
DAY 38,discerning,"안목이 있는, 통찰력[식별력]이 있는"
DAY 38,savor,"① 맛, 풍미② 맛이 나다; 맛보다, 음미하다, 즐기다"
DAY 38,deter,"① 단념시키다[from], (공포·의혹 등으로) 제지하다② 막다, 방지[방해]하다"
DAY 38,workout,운동; 연습; 연습 시합
DAY 38,extent,"① 정도, 범위, 한계, 한도② 넓이, 크기, 길이"
DAY 38,concur,"① 동의하다, (의견이) 일치하다② 동시에 일어나다"
DAY 38,comprehend,"① 이해하다, 파악하다, 깨닫다② 내포하다, 포함하다"
DAY 38,tenet,"주의, 교리, 신조"
DAY 38,gauche,"솜씨가 서투른, 세련되지 못한"
DAY 38,shaggy,"털투성이의, 덥수룩한"
DAY 38,discord,"① 불화, 불일치② 내분, 알력"
DAY 38,ache,"① 아프다, 쑤시다② (~하고 싶어) 못 견디다; 갈망하다③ 아픔"
DAY 38,leak,① (액체·기체가) 새다; 새게 하다② (비밀 등이) 새다; (비밀 등을) 누설하다① 샘; 새는 가스; (비밀 등의) 누설② 새는 곳[구멍]
DAY 38,manifold,"여러 가지의, 다양한; 많은"
DAY 38,chamber,"① (집의) 방; (특히) 침실② (입법·사법 기관의) 회의장; 입법[사법]부; 의회③ (생물체 내의) 실(室), 공동"
DAY 38,induce,"① 설득하다, 설득[권유]하여 ~하게 하다② 야기하다, 유발하다③ <논리> 귀납하다"
DAY 38,parole,"① 가석방, 가석방 기간② 가석방하다"
DAY 38,feline,"① 고양이의, 고양잇과의; 고양이 같은② 교활한, 음험한③ 고양이; 고양잇과의 동물"
DAY 38,captive,"① 포로, 사로잡힌 사람; 사랑에 빠진 사람② 사로잡힌, 감금된"
DAY 38,semantic,(언어·기호의) 의미의; 의미론의
DAY 39,encompass,"① 둘러싸다, 에워싸다, 포위하다② 포함하다, (많은 것을) 아우르다"
DAY 39,unique,"① 유일(무이)한, 하나밖에 없는② (~의 점에서) 비길 데 없는, 유례없는[in]③ 고유의, 특유한, 독특한 [to]"
DAY 39,philistine,속물; (미술․문학․음악 등을 모르는) 교양 없는 사람
DAY 39,season,"① ~에 맛을 내다, 양념하다, 간을 맞추다, 조미하다② (환경·기후 등에) 적응시키다, 길들이다; 단련하다"
DAY 39,dubious,"의심스러운, 모호한"
DAY 39,reorganize,"재편성[재조직]하다, 개조하다, 개혁하다"
DAY 39,significance,"① 의의, 의미, 취지② 중요성, 중대성; 의미심장함"
DAY 39,populous,"① 인구가 많은, 인구밀도가 높은② (장소가) 사람으로 붐비는, 들끓는, 번화한"
DAY 39,avoidance,"① 기피, 회피, 도피② <법> 취소, 무효; 무효화"
DAY 39,reckless,"무분별한, 무모한"
DAY 39,coexist,"같은 때[장소]에 존재하다, 공존하다"
DAY 39,neurosis,"신경증, 강한 공포[걱정], 노이로제"
DAY 39,behold,"(바라)보다, 지켜보다, 주시하다"
DAY 39,accustomed,익숙한; 습관이 된[to]
DAY 39,wanton,"① (행위가) 방자한, 제멋대로의② 무자비한, 고의적인③ 바람기 있는, 음탕한"
DAY 39,intimate,"① 친밀한, 절친한② 사적인, 은밀한③  정통한, 조예가 깊은④ 성관계를 맺고 있는⑤ 넌지시 비추다, 암시하다"
DAY 39,effervescent,"① (액체가) 거품이 이는, 발포하는② 흥분한;쾌활한,기운이 넘치는"
DAY 39,budget,"① 예산; 예산안② 경비, 운영비, 생활비"
DAY 39,glib,"입심 좋은, 유창한"
DAY 39,desert,"사막① 버리다, 유기하다② 탈영하다③ 사막의, 불모의"
DAY 39,chisel,"끌, 정; 조각칼① (나무·돌을) 새기다, 새겨서 (~을) 만들다② (남을) 속이다, 속여서 (물건을) 빼앗다"
DAY 39,layoff,"일시 해고, 감원"
DAY 39,obfuscate,"① (마음·머리를) 어둡게 하다, (판단 등을) 흐리게 하다② 당혹하게 하다"
DAY 39,conceit,"① 자만(심), 자부심② <재귀용법> 우쭐대다, 자만하다"
DAY 39,averse,"[서술적] 싫어하는, 반대하는[to]"
DAY 39,bachelor,"① 미혼[독신] 남자② 학사 학위 소지자, 대학 졸업자"
DAY 39,high-profile,"① 세간의 이목을 끄는② (사람·태도 등이) 고자세의, 잘난 체하는"
DAY 39,vagary,"① 별난 생각[행동]; 일시적인 기분, 변덕② (날씨 등의) 예측할 수 없는 변화"
DAY 39,obtrusive,"① 눈에 띄는, 몹시 두드러진② 강요하는, 주제넘게 참견하는"
DAY 39,parade,"① 행렬, 시위행진; 열병식② 과시, 자랑① 정렬시키다, 줄지어 행진시키다② 자랑해 보이다, 과시하다"
DAY 39,arbiter,"① 중재인, 조정자② 결정권자"
DAY 39,thwart,"방해하다, 훼방 놓다; 좌절시키다"
DAY 39,faucet,"(통·수도의) 꼭지, 주둥이, 물꼭지"
DAY 39,comply,"(법·명령·요구 등에) 따르다, 준수하다[with]"
